id,dep_delayed_15min
0,0.07036116014028199
1,0.08248931786702858
2,0.07368396029835307
3,0.23132405646793114
4,0.20560359570524755
5,0.09526739371338215
6,0.08092798165479351
7,0.2147678835376079
8,0.1351101987953915
9,0.25870265310949875
10,0.29565231029257677
11,0.23498111720978476
12,0.10596767712908783
13,0.2578330451537296
14,0.09167289204774416
15,0.22916665901698927
16,0.09185169563490998
17,0.2865507117030172
18,0.3563880927026483
19,0.06490438396545534
20,0.13451935812533408
21,0.07034734890966614
22,0.2557000819871627
23,0.17005475138995527
24,0.31131729077901754
25,0.28452088939134296
26,0.06949131920165046
27,0.07443334814576817
28,0.3723239521833345
29,0.19506605053741868
30,0.13565296957439518
31,0.2331234693388692
32,0.07214456567612865
33,0.29231455766768316
34,0.3242493734494052
35,0.2613021687894989
36,0.20977226886054354
37,0.18716886551775502
38,0.11585869716581626
39,0.25346026390889237
40,0.15491478536119876
41,0.3111587206715886
42,0.2132325726148202
43,0.29525487630616354
44,0.1674127480888083
45,0.22798615451560075
46,0.061410095592499166
47,0.11940149253791507
48,0.3227014175823653
49,0.13696704801550172
50,0.3243326108582984
51,0.08338120670397679
52,0.1642608778552769
53,0.3130185444454874
54,0.3755592403523476
55,0.09549271971583281
56,0.1852227054607668
57,0.32012549788696987
58,0.10100730675088228
59,0.3575542906144062
60,0.10721791506454516
61,0.10839776011977893
62,0.17283588180289455
63,0.2320306759540588
64,0.18373593643216352
65,0.15198586652239873
66,0.07111788490623036
67,0.1324331152170056
68,0.11879480461444338
69,0.14973189064624787
70,0.07160817646740593
71,0.19390837871806438
72,0.25926569374832953
73,0.16316311825352656
74,0.4392831815615676
75,0.29566167755498085
76,0.10224206332649231
77,0.1332710282952867
78,0.10157375125777118
79,0.23005606983093735
80,0.19282516005610667
81,0.1914125338033668
82,0.09191696280129585
83,0.13193918169206764
84,0.11412134350576203
85,0.06998360222375956
86,0.09242373102022959
87,0.23878613324281678
88,0.1641960509144209
89,0.15215568737014126
90,0.20779054314514028
91,0.1738074866163322
92,0.118643679163406
93,0.12259722523792542
94,0.17381179132720154
95,0.13761393209968859
96,0.2664624311658203
97,0.04311923941318618
98,0.19231225307261562
99,0.2654035709809257
100,0.14864657384338167
101,0.2096917057351444
102,0.08106284431803745
103,0.24037618694601504
104,0.06311160617071972
105,0.10372737743102076
106,0.21674108860712574
107,0.09311454149595914
108,0.11800598715916123
109,0.25815333069797325
110,0.2594108981330171
111,0.1921484998781069
112,0.3787886219233837
113,0.07232694982826199
114,0.09430400993193974
115,0.13520864200039145
116,0.13031359018225983
117,0.37695009900051446
118,0.09105776479910761
119,0.15051192914385167
120,0.31975793036751354
121,0.23915244379898706
122,0.295660376536016
123,0.2349874065487148
124,0.2375168083644515
125,0.08214686945664516
126,0.09406501293130239
127,0.07224642435640781
128,0.09536231772500613
129,0.4125765258899542
130,0.3723917004846208
131,0.138200865286948
132,0.07319634184671739
133,0.11520548385110994
134,0.07082977223695522
135,0.357190712394847
136,0.3449674453035504
137,0.19496757789227623
138,0.07399243140827914
139,0.09014869807488624
140,0.21495169010504003
141,0.14789845340193583
142,0.20634152199343384
143,0.3474336477932104
144,0.1332053717948138
145,0.35093454176700023
146,0.18395641936162122
147,0.2815211409150908
148,0.10514000665075063
149,0.3729064031521917
150,0.31464508201132907
151,0.28974108012551675
152,0.10667480140775719
153,0.16326994730714608
154,0.24253978205261395
155,0.13491451592807913
156,0.2597478358030005
157,0.17350302740760987
158,0.26889883098561224
159,0.0718132099724948
160,0.09323331480938388
161,0.28695500305699534
162,0.4153713899220621
163,0.12217876075603895
164,0.13258292265596142
165,0.10468895782957253
166,0.12214365428331994
167,0.06180421646879347
168,0.22979368136115988
169,0.3465024779470674
170,0.16561720074216413
171,0.1535075107186821
172,0.17025253292365172
173,0.260231762193816
174,0.3174944285528183
175,0.28754697689754455
176,0.13217075957464883
177,0.07169744312169253
178,0.2916974252085509
179,0.1945413786111993
180,0.07213084893943492
181,0.13118654132117125
182,0.29278754814741675
183,0.4111264375348
184,0.21127728098798154
185,0.23673179593076782
186,0.28858865884160684
187,0.3253797514733868
188,0.18707915701099403
189,0.31103794547803293
190,0.35333330265770196
191,0.1844692321221884
192,0.18412266723039897
193,0.11805762759711251
194,0.2339951300506039
195,0.15321467068872055
196,0.10364713560472476
197,0.1069130621632282
198,0.21068239097266084
199,0.3108227045661459
200,0.13417989491689764
201,0.2968404691323694
202,0.32630172596163765
203,0.07198563976778477
204,0.0690227142995932
205,0.20809924214189288
206,0.38385228428138346
207,0.06548862468046067
208,0.18480049079721736
209,0.166815520674417
210,0.07152955057125128
211,0.08212784082324197
212,0.2650405065496576
213,0.18715688979826306
214,0.13080107653848527
215,0.1034017550872708
216,0.074138792909972
217,0.1225050516170757
218,0.17371509958121412
219,0.12979278685519585
220,0.16491098960709571
221,0.30947530451198335
222,0.4535021502919195
223,0.10693788034901673
224,0.3110344646023013
225,0.11743121146287465
226,0.262889859581148
227,0.3434446551573969
228,0.23554582875923868
229,0.38143101969039106
230,0.07149719305952229
231,0.13278092239508535
232,0.2583340401122514
233,0.38034228751140214
234,0.14832317844666884
235,0.10471086036343034
236,0.07970645300653928
237,0.16849640273036365
238,0.17164123669823575
239,0.15521503194530645
240,0.12216857630481177
