id,dep_delayed_15min
0,0.05966787184561185
1,0.04114750160629143
2,0.059986273291549014
3,0.16633418888147478
4,0.21608468516254303
5,0.08715477857017932
6,0.06033074181889287
7,0.1841747455110717
8,0.14168626602215406
9,0.2763282909395878
10,0.23944526803132127
11,0.21027407472847612
12,0.12533562877076543
13,0.16629511475667333
14,0.05593989766427245
15,0.2228143384136711
16,0.05504882969428817
17,0.33111902086496775
18,0.4556078384962836
19,0.023283673703498573
20,0.24695515674161383
21,0.06519758023787026
22,0.2661620797384314
23,0.11985798045896537
24,0.2579083226354568
25,0.40493705095652255
26,0.013766053301354737
27,0.03952661552369935
28,0.22124429938689022
29,0.14634874179710985
30,0.14358568295737248
31,0.4351614269225381
32,0.048918677348793266
33,0.28716751778987326
34,0.555027292914934
35,0.2903295278445832
36,0.19728618436398992
37,0.14379042578790419
38,0.08753060263812018
39,0.1863206114431551
40,0.1416626458812966
41,0.11354139104724778
42,0.18174624321301708
43,0.3295213484068622
44,0.13744170026811214
45,0.4222108088649505
46,0.007888209318160254
47,0.224601402549244
48,0.5093971327403511
49,0.09314958419385067
50,0.4902604087769114
51,0.043596277528627866
52,0.15996727144642825
53,0.41193026867178967
54,0.2764170919318735
55,0.0881395670875551
56,0.24120177486397
57,0.43140751353679235
58,0.08134594441592989
59,0.27317664451841417
60,0.17812527375384646
61,0.08152997246734846
62,0.1491217436219424
63,0.25411623194019567
64,0.1945564676255705
65,0.14651623968676153
66,0.029842136923550422
67,0.1229782451570629
68,0.14402751809994851
69,0.21059463617714497
70,0.027694999656868297
71,0.221694561539642
72,0.44440948521187723
73,0.2821161893122791
74,0.6917658022349069
75,0.2559031021279714
76,0.0888552395034236
77,0.1520130682154686
78,0.06660297297378033
79,0.07891651962900291
80,0.16663354966547844
81,0.15733035179858396
82,0.09370865690296222
83,0.18260372569407313
84,0.1094491811005413
85,0.015387936054540417
86,0.140490523222293
87,0.20659506495806976
88,0.3082067491097227
89,0.2515196823707144
90,0.18670661385574344
91,0.27222061293013156
92,0.14422605655060378
93,0.14819074632210286
94,0.2109766641526462
95,0.16265476935443002
96,0.2865820078052242
97,0.049827513128589705
98,0.19023618898088848
99,0.34548422273523166
100,0.1307174131315968
101,0.16703642877845787
102,0.07085643142381459
103,0.22492947063397728
104,0.022566068619033295
105,0.07046982067548085
106,0.33958357396776273
107,0.054027536894301516
108,0.11180015037662076
109,0.16628736021913648
110,0.20875357207738168
111,0.23771897013837567
112,0.5845876352282684
113,0.025752567303090414
114,0.059413986150460715
115,0.1465706862026094
116,0.10583135353857712
117,0.4314280895104403
118,0.06891746309909882
119,0.13204127174649855
120,0.37927483408125473
121,0.32120159683236205
122,0.2214349571785988
123,0.19370339453247556
124,0.18380620836513067
125,0.024666540182655614
126,0.06766928150120909
127,0.042767415579956315
128,0.09745252151439106
129,0.3887786340186804
130,0.39414471546431534
131,0.14308227270687401
132,0.03515606892665845
133,0.15837272809881012
134,0.05394022231640126
135,0.24217228499392868
136,0.2469936462986399
137,0.18181429091434073
138,0.026401732640430848
139,0.06963026939906612
140,0.31391751879778884
141,0.1623021449327523
142,0.3403468143651627
143,0.24612195549425672
144,0.21035352215280417
145,0.2257287635913725
